ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,CAT_ORDER_CHANNEL,TYP_CUSTOMER_SEGMENT,REF_COUNTRY_CODE,REF_DISCOUNT_CODE,QTY_BACKORDER,RAT_DISCOUNT_APPLIED,TST_INSERTION,AUD_USR_INSERT,DES_ORDER_NOTE
ORD000417,2025-04-07,CUST7923,PART5004,17,8573.18,,2025-07-14,ONLINE,CORPORATE,,NEWCLIENT,,,2024-12-08T03:28:35,wattsstacey,Mission rock partner outside question.
ORD000418,INVALID_DATE,,PART3910,null,7432.12,TRANSFER,,PHONE,CORPORATE,,DEPRECATED,,0.05,2024-12-28T09:34:04,rosehannah,Few cup draw good yes. Own smile member guy send believe.
ORD000419,2025-04-25,CUST2738,PART4954,-1,6919.12,,2025-07-03,B2B_PORTAL,B2C,FRA,,,0.10,2024-07-03T07:15:45,bcarpenter,Media kind across whole. Whether training mother yard.
ORD000420,2025-05-11,CUST3020,PART1894,0,1586.21,,2025-08-08,PHONE,,USA,SPRING2025,1,0.05,2025-06-16T13:20:44,hhorn,Somebody hear people sport especially. Process myself throughout including.
ORD000421,2024-12-18,CUST5865,PART6197,null,6382.81,CASH,2025-08-21,PHONE,B2C,FRA,,0,0.05,2024-09-06T19:15:03,klinejames,Place matter expect actually material apply couple represent.
ORD000422,2025-04-20,CUST9307,PART2330,8,1849.81,CARD,2025-08-19,STORE,CORPORATE,DEU,NEWCLIENT,1,,2024-12-12T10:14:20,lwilliams,Arm term while because camera than while.
ORD000423,2025-03-08,CUST3575,PART8769,null,1547.74,,,B2B_PORTAL,CORPORATE,,DEPRECATED,5,0.05,2025-03-31T07:54:24,vickijames,Seem participant their risk memory. At kind institution.
ORD000424,2024-07-08,CUST7882,PART5748,0,5123.57,CASH,2025-06-28,STORE,VIP,ESP,SPRING2025,2,0.10,2024-12-06T16:25:59,pamelascott,
ORD000425,2025-05-15,CUST5008,PART8292,null,2648.25,CASH,,ONLINE,VIP,ITA,,5,0.10,2025-03-03T16:21:21,josephbrown,
ORD000426,2024-10-30,CUST5177,PART9607,null,5549.87,CRYPTO,2025-07-16,B2B_PORTAL,VIP,FRA,DEPRECATED,1,0.15,2024-10-10T05:05:40,vanessabanks,Add sure voice approach. Pull meeting cell amount. Happy free glass think.
ORD000427,2025-05-02,CUST8424,PART2118,X,7679.24,,2025-08-18,PHONE,,USA,SPRING2025,0,0.10,2025-03-14T10:52:29,justin92,Shake gun natural act. Note similar again admit blood.
ORD000428,2024-10-05,CUST8431,PART9466,18,4573.89,,2025-08-13,,B2C,ITA,,1,0.10,2025-03-02T06:48:39,melissaramos,Radio month charge seven step quite. Money left past action mission short this.
ORD000429,INVALID_DATE,CUST3855,PART4526,-1,3718.43,CARD,,,VIP,USA,NEWCLIENT,1,0.15,2024-09-03T17:42:55,williamthompson,They myself growth mission who cup government. Sport professor issue.
ORD000430,INVALID_DATE,CUST1879,PART2284,0,ERROR,TRANSFER,2025-07-30,B2B_PORTAL,B2B,ESP,,2,0.15,2025-03-15T15:53:37,cynthiadavis,
ORD000431,2024-11-18,CUST6360,PART6334,-1,9471.63,CRYPTO,2025-08-04,ONLINE,,DEU,SPRING2025,2,0.05,2024-09-01T00:45:36,hendersonmichael,Three short page realize drop service.
ORD000432,2025-06-21,CUST3766,PART5760,X,6395.63,,2025-06-26,PHONE,VIP,FRA,NEWCLIENT,,0.00,2025-04-15T17:06:56,cmitchell,Near not ever word doctor. Develop old perhaps involve.
ORD000433,INVALID_DATE,CUST1550,PART6374,18,3867.06,TRANSFER,,STORE,CORPORATE,ESP,NEWCLIENT,N/A,0.15,2025-02-16T13:15:51,katie73,Yourself final before director. Medical drive dream.
ORD000434,2024-07-18,CUST6918,PART3212,X,4454.81,CASH,2025-08-22,PHONE,B2C,,DEPRECATED,2,,2025-03-27T16:06:32,kimberlyirwin,Describe high country score involve.
ORD000435,2025-05-08,CUST4379,PART2059,-1,2576.42,,2025-06-28,ONLINE,CORPORATE,USA,SPRING2025,,0.00,2024-08-20T13:25:43,tsmith,State strategy arm least minute. Trial high detail reality garden.
ORD000436,2024-08-22,CUST2829,PART6493,0,7637.06,TRANSFER,2025-06-24,STORE,B2B,FRA,,1,0.10,2024-07-24T10:38:35,amahoney,Meet study idea entire whatever. Partner look or final.
ORD000437,2025-02-19,CUST9948,PART3833,0,1326.55,CASH,2025-06-28,ONLINE,B2B,,NEWCLIENT,N/A,0.10,2025-05-23T12:16:40,collinsaaron,Set letter take father. Responsibility eight center among space water.
ORD000438,2025-04-10,CUST5333,PART6442,X,1555.06,CRYPTO,2025-08-03,STORE,B2B,,SPRING2025,,0.10,2025-05-07T11:12:53,dwilliams,Couple attention play assume. Nor every value build resource.
ORD000439,2025-04-18,CUST2386,PART1846,0,4975.69,,2025-07-23,PHONE,CORPORATE,ESP,NEWCLIENT,2,,2025-03-13T03:35:10,steelelauren,Reduce material maintain. Simply west later little data state though.
ORD000440,2025-06-05,CUST5917,PART5600,0,2576.05,,2025-07-30,STORE,CORPORATE,FRA,DEPRECATED,5,0.00,2024-07-21T23:13:22,sarahclark,Within sister case amount. Quality building floor indeed.
ORD000441,2024-08-31,CUST6869,PART9099,-1,4828.45,,,ONLINE,B2B,ESP,,2,0.05,2024-12-20T00:40:37,eugenemathis,Fire control find least task leave left. Claim foreign skin physical.
ORD000442,INVALID_DATE,CUST7292,PART7922,16,7917.81,CASH,2025-07-16,B2B_PORTAL,CORPORATE,FRA,DEPRECATED,5,0.15,2024-07-07T22:56:26,ehamilton,Total behavior a book. Trouble almost goal it indeed test.
ORD000443,2024-12-24,CUST6469,PART4222,0,2439.3,CASH,2025-07-19,PHONE,B2C,ESP,NEWCLIENT,1,0.10,2025-06-15T00:29:54,wbell,
ORD000444,2025-03-22,CUST2101,PART7210,0,5185.85,CASH,,PHONE,B2C,,DEPRECATED,0,0.05,2025-01-19T20:28:19,dcochran,Game Mr soldier several end cup. Major social drug. Tax soldier upon age.
ORD000445,2024-09-08,CUST5526,PART6784,null,3308.58,CARD,2025-06-28,B2B_PORTAL,VIP,ESP,,,0.10,2024-12-05T08:13:11,dcook,
ORD000446,2025-03-04,CUST7448,PART9084,X,6528.29,CRYPTO,2025-06-25,,VIP,USA,NEWCLIENT,1,0.10,2025-04-30T01:40:07,nmorgan,Go offer eye politics message. Let serve such professional.
ORD000447,2024-12-24,CUST5803,PART2407,0,6228.69,CASH,2025-07-26,STORE,B2C,ESP,,,0.05,2024-08-29T13:34:30,bholland,Design food above doctor author. Detail indeed throughout reason south realize.
ORD000448,2025-04-05,CUST8087,PART3518,18,1976.19,,,ONLINE,B2B,DEU,NEWCLIENT,N/A,0.05,2024-08-31T13:28:40,gordonjimenez,I decide yard. Produce right plant however far everything.
ORD000449,2024-08-09,CUST6266,PART3214,22,1115.54,TRANSFER,,STORE,CORPORATE,,NEWCLIENT,2,0.15,2024-07-14T08:24:28,alexandriahampton,News card turn something economic.
ORD000450,2025-05-25,CUST1096,ERROR,null,3638.94,,2025-08-22,STORE,B2C,,DEPRECATED,,0.05,2025-01-06T10:50:22,stonephillip,Food good truth draw matter. Visit school senior explain hundred.
ORD000451,INVALID_DATE,CUST2188,PART3020,null,8667.72,CRYPTO,2025-08-05,,B2B,ITA,,0,0.10,2025-03-28T20:34:40,hpollard,Test he company show performance. More point establish.
ORD000452,2025-05-21,CUST3783,ERROR,null,5467.34,CARD,2025-07-09,STORE,,ESP,,,0.15,2025-04-11T04:44:09,wbaker,Ground sense much national garden. Move worry stand standard.
ORD000453,2025-01-21,CUST3559,PART5186,X,5084.45,,2025-07-21,PHONE,VIP,ITA,,N/A,0.15,2025-02-19T05:55:21,rgraham,Computer arm future car who drop body.
ORD000454,2025-01-31,CUST9623,PART7681,0,9731.75,CARD,2025-06-30,B2B_PORTAL,CORPORATE,ESP,,,0.15,2025-03-20T17:51:13,evanscristina,Grow west fire cell. Concern drive Republican issue.
ORD000455,2025-03-18,CUST9820,PART1945,X,1561.93,TRANSFER,,ONLINE,VIP,ESP,,2,0.15,2025-01-30T02:00:16,pclay,Attention realize amount become. Bill cold American red.
ORD000456,2024-09-12,CUST5188,PART6238,null,8091.56,CRYPTO,,PHONE,VIP,ESP,,2,0.05,2024-07-26T03:27:08,michaelalexander,Director order between author region seem.
ORD000457,2025-01-13,CUST1152,PART9002,-1,208.5,,2025-07-15,PHONE,,FRA,NEWCLIENT,0,0.05,2025-05-23T04:19:17,thorntonkelli,Reality cold black tonight later final. Training shoulder middle ahead figure.
ORD000458,2024-09-05,CUST9226,PART6573,null,9181.89,CASH,2025-08-04,STORE,B2B,USA,DEPRECATED,2,0.15,2025-04-02T21:11:09,ksmith,Entire father dark evening yourself condition. Although chance city early.
ORD000459,INVALID_DATE,CUST8996,PART1700,X,-100,CASH,2025-07-05,STORE,B2C,FRA,DEPRECATED,5,0.15,2025-04-27T01:45:02,xpeters,As nearly response purpose later heart. As kitchen lay individual.
ORD000460,INVALID_DATE,CUST6679,PART7513,null,3157.5,CARD,2025-08-06,B2B_PORTAL,,FRA,NEWCLIENT,2,0.15,2024-09-04T07:08:47,joshuasmith,Teacher none upon food level decade.
ORD000461,2024-10-04,CUST3046,PART1229,0,2862.44,,2025-08-19,PHONE,,,,1,0.00,2025-05-06T14:40:04,brownjoel,
ORD000462,2024-10-18,CUST5935,PART1129,-1,5447.88,CRYPTO,2025-08-02,PHONE,VIP,,NEWCLIENT,5,0.15,2024-07-11T12:43:33,christensenjason,
ORD000463,2024-08-26,CUST1712,ERROR,0,4956.73,CRYPTO,2025-07-22,STORE,CORPORATE,ESP,NEWCLIENT,5,0.10,2025-02-03T10:51:48,christina20,Catch decade arrive music form art response.
ORD000464,2025-04-22,CUST4743,PART6784,0,-100,,,ONLINE,,,DEPRECATED,1,0.15,2025-05-12T18:33:55,tcarter,
ORD000465,2025-03-23,CUST3347,PART8925,0,2262.48,CARD,2025-08-03,STORE,,,,5,,2024-12-19T03:48:32,vrodriguez,Half election science like employee. Our girl option.
ORD000466,2025-01-12,CUST6631,PART5471,X,735.11,CARD,2025-07-06,STORE,CORPORATE,DEU,,,0.00,2024-10-25T20:11:30,melliott,Within fact sometimes item chair.
ORD000467,2024-09-22,CUST3100,PART3858,24,5754.3,,,PHONE,VIP,,NEWCLIENT,N/A,0.10,2025-05-05T21:02:46,karl43,It strategy herself world speak similar. Sure attention see treatment space.
ORD000468,2024-12-01,CUST1456,PART5800,15,740.66,,2025-07-18,ONLINE,,DEU,NEWCLIENT,1,0.10,2024-08-16T03:50:41,breweranthony,Represent grow large both film market beyond. Career hear no expect.
ORD000469,2025-05-31,CUST6072,PART7456,-1,6422.4,TRANSFER,2025-08-09,B2B_PORTAL,,,,2,0.10,2025-04-03T04:03:58,thomasjeanette,Customer religious stage minute old. Worker especially challenge catch owner.
ORD000470,2024-08-01,CUST8560,PART3105,-1,3315.13,CRYPTO,,ONLINE,B2B,FRA,SPRING2025,5,0.05,2025-04-16T21:31:22,dromero,Institution form among approach himself life.
ORD000471,2025-02-24,CUST1531,PART9458,-1,664.29,CRYPTO,2025-08-04,ONLINE,B2B,USA,DEPRECATED,2,0.05,2025-06-04T04:11:10,thomas58,About mean apply. Season send up course country parent.
ORD000472,2025-03-15,CUST9114,PART1735,X,7502.04,CARD,2025-07-16,PHONE,,ESP,NEWCLIENT,,0.10,2024-07-28T10:55:12,aschneider,Front task admit wait since star. Mouth yourself window may.
ORD000473,2024-08-19,CUST7936,PART6657,3,3813.52,CARD,2025-08-06,,CORPORATE,ESP,,2,0.05,2024-07-03T01:15:29,xcook,Institution final pick writer. Him explain rest amount analysis finish.
ORD000474,2025-04-22,CUST5066,PART3036,19,1451.13,TRANSFER,2025-08-14,ONLINE,VIP,,SPRING2025,,0.00,2024-07-30T11:11:31,elizabeth73,Up lawyer film decide watch girl evening floor. Another long meeting arm.
ORD000475,INVALID_DATE,CUST2601,PART3544,-1,8023.75,,2025-06-26,ONLINE,VIP,USA,,5,0.10,2024-07-08T12:00:22,jeffrey12,Four significant receive staff his morning.
ORD000476,2025-01-16,CUST5883,PART2047,23,1740.57,CARD,2025-07-23,STORE,B2B,FRA,,2,,2025-01-18T14:37:44,justinellis,True minute agree bag happy. Own none forget man. Pretty since protect nearly.
ORD000477,2025-05-04,,PART4557,null,3098.03,CASH,2025-08-19,STORE,,,,5,0.15,2024-08-15T23:36:27,robertpitts,Reveal data recognize ball left. Everybody item kid approach.
ORD000478,2024-11-13,CUST3089,PART5194,0,5643.83,,2025-07-30,,B2C,FRA,,5,0.10,2024-10-07T05:57:23,mbarnes,Necessary public part water most ready central oil.
ORD000479,2024-06-30,CUST2438,PART4850,X,8222.28,CARD,2025-08-08,,,DEU,SPRING2025,5,0.05,2025-03-01T12:10:59,shelbygreene,
ORD000480,2024-07-16,CUST5394,PART8078,null,7560.84,TRANSFER,2025-08-12,PHONE,B2C,FRA,DEPRECATED,,0.10,2025-05-10T04:46:26,syoung,Expert community financial. Help direction money animal north.
ORD000481,2024-08-19,CUST6302,PART8331,-1,592.79,TRANSFER,2025-07-22,B2B_PORTAL,B2B,FRA,SPRING2025,2,0.10,2024-08-23T04:36:11,nrussell,Much industry hold bad. Similar claim sing become kid center add girl.
ORD000482,2024-07-30,CUST8992,PART9154,7,ERROR,CRYPTO,2025-06-28,STORE,B2B,DEU,,N/A,,2025-03-20T16:22:49,malonethomas,Seat report order but. Behavior from black wind put player.
ORD000483,2025-06-12,CUST3935,PART5107,0,9424.73,CARD,2025-06-24,PHONE,,,SPRING2025,2,0.15,2024-08-28T18:00:11,kross,Nation always cause purpose approach.
ORD000484,2025-01-25,CUST4296,PART3131,22,8977.87,CASH,2025-08-07,PHONE,VIP,USA,,N/A,,2025-01-14T20:30:13,carsonjason,Side rise series for. Quality house possible memory give southern me bank.
ORD000485,2024-07-27,CUST7547,PART6485,-1,-100,CARD,2025-07-31,STORE,,ITA,,5,0.00,2025-02-01T13:37:26,jennifer17,Crime smile fine nice how. Cup cover fast party.
ORD000486,2025-05-26,CUST9226,PART8898,null,1957.41,,2025-07-04,ONLINE,CORPORATE,DEU,SPRING2025,5,0.15,2024-09-28T07:54:09,aprilpalmer,
ORD000487,2025-02-13,CUST2479,PART4388,-1,58.38,CASH,2025-07-16,,CORPORATE,FRA,,N/A,0.10,2025-05-30T02:19:11,ncollins,
ORD000488,2025-02-04,CUST1855,PART1148,X,8874.66,CRYPTO,2025-07-03,B2B_PORTAL,B2C,FRA,,0,0.05,2024-10-01T13:54:03,ifrench,Couple of movement happen place including father. Who wait check.
ORD000489,INVALID_DATE,CUST7410,PART8169,null,3849.58,CASH,,ONLINE,VIP,ITA,,2,0.15,2024-10-30T12:52:31,tbonilla,Energy mean suggest six level.
ORD000490,2024-07-10,CUST9324,PART5206,X,1731.34,TRANSFER,2025-07-23,STORE,VIP,ESP,SPRING2025,0,0.00,2025-04-29T16:36:48,keithroberson,Heavy until education majority. Interest improve morning four on practice.
ORD000491,2024-08-15,CUST6874,ERROR,-1,6348.14,,2025-07-12,B2B_PORTAL,VIP,FRA,,,,2025-03-19T23:41:48,ymckee,Last second then system behavior. Prepare hard evening soon test voice think.
ORD000492,2024-11-21,CUST2799,PART2229,null,6846.28,CRYPTO,2025-08-12,,B2B,FRA,SPRING2025,5,0.15,2024-08-17T08:34:02,kyle50,Full kid while give she. Heavy rich sit fly interview.
ORD000493,2025-01-03,CUST6976,PART3987,X,9257.5,TRANSFER,2025-08-08,PHONE,B2B,ESP,,2,0.00,2024-08-15T11:34:43,nanderson,Fund indicate bed beat final. Let example third employee even boy avoid.
ORD000494,2025-02-10,CUST7822,PART1488,2,6765.12,,2025-08-03,PHONE,CORPORATE,DEU,NEWCLIENT,0,0.05,2024-07-01T17:34:57,michele97,Executive answer lead service else heart. Paper firm add dark man they.
ORD000495,2024-11-07,CUST7903,PART7765,0,7753.94,TRANSFER,2025-07-15,STORE,B2B,,NEWCLIENT,5,0.10,2025-05-05T15:52:14,hdavenport,Low safe direction site natural science. Remember national establish wrong.
ORD000496,2025-04-26,CUST5940,PART1577,X,9110.99,CRYPTO,2025-08-20,STORE,CORPORATE,,DEPRECATED,5,,2025-05-31T15:36:25,yvette97,Only food about black least operation clear project.
ORD000497,2025-02-25,CUST4924,PART5328,-1,4773.28,CASH,2025-08-12,STORE,B2C,,NEWCLIENT,,,2024-09-12T20:19:59,jillrichardson,
ORD000498,2024-07-05,CUST4915,PART7439,5,795.27,CASH,2025-07-14,B2B_PORTAL,,,DEPRECATED,N/A,0.15,2025-02-20T05:19:49,parkermaria,
ORD000499,2024-12-13,CUST7673,PART7755,X,1660.7,CRYPTO,2025-07-31,PHONE,B2C,USA,NEWCLIENT,,0.05,2024-11-19T02:25:23,rramirez,Its fish world decade discussion enjoy.
ORD000500,2024-07-26,CUST6597,PART9151,-1,7938.38,,2025-08-22,,,USA,,5,0.00,2025-01-26T07:20:10,taylorrebecca,Notice difference doctor always. Happy offer customer create build.
ORD000501,2025-01-11,CUST7070,PART5472,0,1366.39,,2025-07-30,STORE,VIP,ITA,,2,0.00,2024-09-10T13:36:28,markmcneil,That sea institution evidence gun answer.
ORD000502,2025-04-29,CUST7771,PART2476,0,4461.67,,,,CORPORATE,ESP,,2,0.15,2025-02-05T06:00:38,matthewhill,Thank receive audience station consider.
ORD000503,2025-01-03,CUST2175,PART3789,null,1952.77,CRYPTO,2025-07-29,,VIP,ESP,NEWCLIENT,0,0.00,2024-11-21T05:08:55,fisheredwin,Pressure add job myself social share. Describe sense this practice crime.
ORD000504,2025-04-03,CUST6475,PART4772,-1,-100,,2025-07-14,ONLINE,B2B,ESP,NEWCLIENT,0,0.00,2025-02-13T00:41:18,jonathangarcia,About could especially each four actually. Go discuss challenge late.
ORD000505,INVALID_DATE,CUST4078,PART7933,X,6551.94,CARD,2025-08-01,,CORPORATE,USA,DEPRECATED,2,0.10,2024-08-17T12:31:39,johnsonpaul,Sport low recent great suffer go.
ORD000506,2024-11-04,CUST5272,PART5013,0,7836.6,CRYPTO,2025-08-01,PHONE,,DEU,,,0.15,2025-06-09T07:13:21,tcarlson,Rate past leave everything player red value.
ORD000507,2025-03-12,CUST2222,PART1826,-1,-100,CASH,2025-07-24,,VIP,,,N/A,0.10,2025-02-18T03:28:16,rebeccahoward,Mr statement weight job. Would author lay enough college.
ORD000508,2024-11-02,CUST7114,PART6705,X,6607.97,CASH,2025-07-01,STORE,CORPORATE,DEU,,0,0.05,2025-02-04T00:56:14,treilly,Talk professional price church term. Answer because voice seat hit.
ORD000509,2025-05-18,CUST7620,PART7338,null,6795.12,CRYPTO,2025-08-01,PHONE,CORPORATE,ESP,NEWCLIENT,2,,2025-05-14T11:50:31,corey96,Run back pay fund green grow focus. Back medical bring identify manage.
ORD000510,2024-11-01,CUST3107,PART7090,0,7604.83,CRYPTO,2025-07-18,,B2B,FRA,DEPRECATED,,,2024-11-22T09:54:37,garrettrobert,Half process card just something treatment.
ORD000511,2024-07-07,CUST3380,PART6937,X,1783.24,CRYPTO,2025-08-10,,B2C,DEU,DEPRECATED,1,0.10,2025-03-30T17:26:46,tsantiago,Send find late charge interview agency. Just whom quite would.
ORD000512,2024-08-24,CUST8039,PART8298,-1,2049.4,CARD,2025-08-22,B2B_PORTAL,,USA,NEWCLIENT,2,0.05,2024-10-01T03:32:31,codyjones,Picture rich defense security expect at clear.
ORD000513,2024-08-06,CUST8389,PART7221,20,9659.58,,,STORE,B2B,FRA,NEWCLIENT,5,0.00,2024-11-02T03:41:01,jamie96,
ORD000514,2025-03-21,CUST6110,PART6245,5,7174.39,CRYPTO,2025-07-30,,VIP,ESP,DEPRECATED,,0.00,2024-12-22T14:07:33,moorealex,Hotel pick late could culture health cell. So they site.
ORD000515,2024-12-01,CUST7354,PART8775,X,,CASH,2025-08-02,B2B_PORTAL,B2B,ITA,NEWCLIENT,5,0.10,2024-11-30T12:30:06,maxwell89,
ORD000516,2025-01-31,CUST5983,PART2533,24,6658.55,,2025-08-11,,,ITA,NEWCLIENT,0,0.10,2025-06-02T20:09:55,jeffreyhill,Food prove detail eat. May tree easy yet move.
ORD000517,2024-11-30,CUST9314,PART9179,0,4521.43,,2025-07-15,,B2C,ESP,NEWCLIENT,2,0.05,2025-01-17T00:36:19,randallhammond,Wind either agree minute now financial drive. Every consider century yourself.
ORD000518,2024-08-04,CUST7690,PART4669,null,6667.83,,,ONLINE,B2C,ESP,SPRING2025,1,0.10,2024-08-12T18:08:48,xpittman,My level develop plan. Can blue including. Care where wife sit.
ORD000519,2024-10-26,CUST2397,PART5874,null,3334.52,TRANSFER,2025-07-08,ONLINE,B2B,ESP,,5,0.00,2024-09-17T13:33:22,ppittman,Not this American word laugh traditional. Peace peace network they job.
ORD000520,2025-06-16,CUST4677,PART7324,X,616.63,,,STORE,VIP,FRA,,2,0.00,2024-07-12T05:24:14,jenniferbanks,Between area suddenly.
ORD000521,2025-03-13,CUST3654,PART7802,0,8960.16,CARD,2025-08-05,STORE,,USA,NEWCLIENT,5,0.10,2024-09-02T14:48:24,stephaniecollins,Clear explain traditional control decision.
ORD000522,2024-10-31,CUST1834,PART2179,null,914.53,,2025-08-07,B2B_PORTAL,B2B,DEU,NEWCLIENT,,0.00,2024-11-07T09:19:24,figueroamichael,There science must value give friend. Force city recently manage.
ORD000523,2025-03-21,CUST4356,PART7207,null,7909.46,CASH,,PHONE,CORPORATE,DEU,,5,0.10,2024-09-11T17:51:53,yhunter,Take already stuff beautiful never. Difference hard do system.
ORD000524,2024-09-07,CUST4001,PART4352,-1,924.24,CRYPTO,2025-07-20,PHONE,,FRA,SPRING2025,,0.05,2025-01-13T20:57:54,vturner,
ORD000525,2025-06-22,CUST6694,PART4875,0,4545.99,,,,VIP,,SPRING2025,2,0.15,2025-01-07T20:48:51,kristen26,Table person something ready lay she capital race.
ORD000526,2024-08-23,CUST2287,PART7469,0,4784.57,,,ONLINE,B2B,ESP,DEPRECATED,0,,2024-09-20T11:10:17,tyler60,Maybe perform development north meet. Occur tough international read.
ORD000527,2024-10-23,CUST3181,PART8231,0,2761.03,,2025-06-24,B2B_PORTAL,B2B,USA,,N/A,0.00,2025-06-17T16:07:38,jonathanpeterson,Side spend drug pass however anyone. Never chance around itself.
ORD000528,2024-12-06,CUST2974,PART5884,-1,3751.96,CARD,2025-07-12,,VIP,ITA,,,,2024-09-06T13:18:17,epierce,Thousand agency occur effect. Current quality state matter speak.
ORD000529,2025-05-18,CUST5613,PART1626,null,9120.93,CRYPTO,2025-07-09,PHONE,CORPORATE,,NEWCLIENT,0,0.15,2025-04-01T11:59:48,palmergarrett,Into as affect body within. Teach business night yes. Big church whatever.
ORD000530,2024-09-06,CUST1163,PART2042,25,8066.11,TRANSFER,2025-07-04,B2B_PORTAL,B2C,FRA,NEWCLIENT,2,,2024-06-24T19:37:30,sarafox,Father system individual order medical.
ORD000531,2024-10-19,CUST7397,PART6519,-1,6872.53,CRYPTO,2025-07-05,B2B_PORTAL,VIP,DEU,,N/A,0.00,2025-05-28T23:17:42,ericksonaaron,Describe at style take. Onto serve end through trade practice.
ORD000532,2024-12-29,CUST2768,PART7568,0,9687.24,TRANSFER,2025-08-16,ONLINE,B2C,,DEPRECATED,5,,2025-04-28T14:01:22,davidsondavid,Pass law enjoy coach much culture decide.
ORD000533,2025-06-12,CUST2482,PART1270,6,574.76,CARD,2025-07-31,,B2B,ITA,,5,,2025-04-27T15:23:58,mitchell07,Hospital finish gun most. Apply put easy phone.
ORD000534,2025-06-20,CUST9231,PART7453,0,2743.31,,2025-07-15,STORE,B2C,ESP,,0,0.05,2024-07-27T13:06:06,ellen37,Add anything hope myself will. Up off too family run current.
ORD000535,2025-03-12,CUST4993,PART3377,0,ERROR,CRYPTO,2025-08-18,ONLINE,CORPORATE,DEU,SPRING2025,N/A,0.10,2025-06-13T15:47:23,daniel82,
ORD000536,2025-06-23,CUST1278,PART2935,0,ERROR,,2025-08-18,STORE,CORPORATE,ESP,SPRING2025,N/A,,2025-03-10T20:00:30,mccarthysteven,Part respond catch early. Dog set professor actually deal one many.
ORD000537,2025-05-08,CUST6944,PART1881,0,3739.54,,2025-06-27,STORE,CORPORATE,ITA,DEPRECATED,5,0.10,2024-10-10T05:01:52,scottthompson,
ORD000538,2024-12-22,CUST4706,PART2265,-1,6953.17,TRANSFER,2025-08-18,B2B_PORTAL,B2C,ITA,,1,0.10,2024-07-26T15:26:11,danielmartin,Somebody against hundred out really. Sure attack fill wrong draw need.
ORD000539,INVALID_DATE,CUST1072,PART1925,9,4210.24,,,STORE,,,SPRING2025,,,2025-03-08T14:01:23,rodriguezkathleen,Try visit wait turn look other. Line analysis have rather worry safe.
ORD000540,2025-02-17,CUST3456,PART8574,X,7704.56,CASH,,ONLINE,,USA,DEPRECATED,N/A,0.05,2024-06-26T15:27:02,matthew20,
ORD000541,2024-08-12,CUST1197,PART1908,2,3646.97,CRYPTO,2025-06-24,ONLINE,CORPORATE,FRA,SPRING2025,1,0.15,2024-10-11T23:37:26,hortonjoseph,Goal make employee dream stand accept whole man.
ORD000542,2025-01-23,CUST6706,PART9215,-1,1950.43,CRYPTO,2025-07-14,B2B_PORTAL,B2C,USA,,,0.10,2025-05-17T17:26:00,victoria32,Past church tough newspaper capital short record likely.
ORD000543,2025-04-17,CUST4376,PART4350,-1,-100,,2025-07-24,STORE,B2C,ESP,DEPRECATED,2,0.10,2025-01-13T17:40:01,kmorris,Start company example.
ORD000544,2024-07-15,CUST6780,PART6962,null,9742.29,CASH,2025-07-05,ONLINE,B2C,,NEWCLIENT,0,0.10,2024-12-17T08:28:47,pmartinez,Security firm show range. Occur center happy why successful early.
ORD000545,INVALID_DATE,CUST7122,PART4201,null,ERROR,,,STORE,CORPORATE,,,N/A,,2025-04-30T12:30:53,armstrongamy,None either garden in. Paper walk certain money apply.
ORD000546,2024-12-12,CUST5740,PART8805,X,4349.49,CASH,2025-07-05,B2B_PORTAL,CORPORATE,ESP,,2,0.15,2024-07-02T18:55:27,smithdanielle,Artist price analysis city. Hour movement spend score.
ORD000547,2025-03-02,CUST9533,PART5036,2,239.98,CRYPTO,2025-07-30,B2B_PORTAL,VIP,ESP,,0,0.10,2024-09-21T06:16:53,cpatton,Wonder positive by cup election box three.
ORD000548,2025-02-25,CUST2063,PART6978,X,7273.76,,,STORE,,ESP,SPRING2025,5,,2024-09-07T11:47:31,csmith,Might official no enter offer school go. Live war different west as.
ORD000549,2025-04-01,,PART8909,9,573.99,TRANSFER,2025-06-25,STORE,,ESP,NEWCLIENT,1,0.15,2024-10-08T05:57:02,ghernandez,
ORD000550,2025-02-11,CUST1137,PART3673,10,8915.31,CRYPTO,2025-06-26,,CORPORATE,DEU,NEWCLIENT,5,,2025-05-02T14:18:17,kathleenpeters,Go possible try. Prove stuff fact go morning fund.
ORD000551,2025-04-08,CUST1578,PART6192,null,7035.61,CARD,2025-06-24,,,,,2,,2024-12-16T05:18:44,juarezanna,Compare child speech far north candidate rule. Reality pressure test cold.
ORD000552,2024-07-26,CUST3610,PART9914,-1,-100,,2025-07-18,,B2B,DEU,DEPRECATED,0,0.15,2025-04-25T00:42:58,rsandoval,Over again staff lot finally respond question.
ORD000553,INVALID_DATE,CUST1302,PART8549,-1,264.05,TRANSFER,2025-06-30,ONLINE,VIP,DEU,DEPRECATED,N/A,0.10,2025-02-05T03:36:52,eric18,World per oil tell hope cell for. Boy child source the bar wide bring.
ORD000554,2025-06-17,CUST3088,PART2002,null,1004.3,TRANSFER,2025-07-13,B2B_PORTAL,B2B,,SPRING2025,N/A,0.05,2024-07-06T12:11:27,dwest,Break investment option several campaign discuss.
